ID;ACTIVIDAD;OPERACION;TIPO_EQUIPO;MARCA;MODELO;ANTIG_c;ANO;ANTIG;VELOC_prom;DIESEL_lts;EURO_lts;TOTAL_lts;KM;CONSUMO;CORRECTIVO_usd;CORRECTIVO_cant;PREVENTIVO_usd;PREVENTIVO_cant;HS_encendido;HS_ralenti;DIAS_svs
CAM0211;DISTRIBUCION;OP0001;Chasis;MERCEDES BENZ;ATRON 1720;2-MEDIO;2015;7;22.24;3892.51;335.44;4227.95;17393.59;24.31;916.55;8;2350.44;27;606.56;123.43;282
CAM0212;DISTRIBUCION;OP0001;Chasis;MERCEDES BENZ;ATRON 1720;2-MEDIO;2015;7;10.55;3128.89;572.97;3701.86;14703.02;25.18;0;2;1709.26;24;195.75;56.7;188
CAM0213;DISTRIBUCION;OP0020;Chasis;MERCEDES BENZ;ATRON 1720;2-MEDIO;2015;7;15.45;0;3346.89;3346.89;8315.46;40.25;2227.05;43;2405.35;31;1673.35;1174.92;294
CAM0214;DISTRIBUCION;OP0001;Chasis;MERCEDES BENZ;ATRON 1720;2-MEDIO;2015;7;22.11;4115.89;1150.35;5266.24;17222.67;30.58;3479.97;4;3309.08;28;766.34;192.85;286
CAM0215;DISTRIBUCION;OP0029;Chasis;MERCEDES BENZ;ATEGO 1418;2-MEDIO;2015;7;10.06;1815.55;1127.52;2943.07;9804.73;30.02;12838.71;9;105.2;2;927.84;428.36;304
CAM0216;DISTRIBUCION;OP0031;Chasis;MERCEDES BENZ;ATEGO 1418;2-MEDIO;2015;7;22.94;649.94;3295.1;3945.04;16466.4;23.96;34.18;2;5589.45;33;624.54;105.5;200
CAM0217;DISTRIBUCION;OP0020;Balancin;MERCEDES BENZ;ATEGO 1725;2-MEDIO;2015;7;17.29;115.67;4868.12;4983.79;12589.62;39.59;4201.23;48;2075.56;31;617.86;240.82;221
CAM0219;ACARREO y LD;OP0019;Tractor;MERCEDES BENZ;AXOR 1933;2-MEDIO;2015;7;35.71;28452.63;15339.3;43791.93;121039.69;36.18;2559.37;11;17526.61;68;2126.68;262.29;235
CAM0220;ACARREO y LD;OP0025;Tractor;MERCEDES BENZ;AXOR 1933;2-MEDIO;2015;7;36.7;14423.06;22746.39;37169.45;98627.45;37.69;18008.09;15;6888;48;1991.92;437.77;237
CAM0221;DISTRIBUCION;OP0021;Tractor;MERCEDES BENZ;ATEGO 1725;2-MEDIO;2016;6;20.71;5575.62;3699.87;9275.49;24788;37.42;543.37;3;6069.64;8;894.97;84.8;253
